client_id,value
932750009,-10191
932750009,-2645
932750009,4751
932750009,529
932750009,3387
932750009,-3910
932750009,-2683
932750009,1401
932750009,7094
932750009,66
932750009,-3914
932750009,1151
932750009,-4201
932750009,-2532
932750009,-1340
932750009,283
932750009,-1396
932750009,-4809
932750009,-3568
932750009,2947
932750009,-4031
932750009,-2077
932750009,-7965
932750009,-4315
932750009,-1163
932750009,-2659
932750009,2472
932750009,6381
932750009,-1559
932750009,-22
932750009,2133
932750009,-6482
932750009,3214
932750009,9898
932750009,5987
932750009,605
932750009,2944
932750009,5674
932750009,-593
932750009,4398
932750009,4959
932750009,-6331
932750009,-10052
932750009,379
932750009,-462
932750009,5066
932750009,7635
932750009,7849
932750009,5809
932750009,4550
932750009,6076
932750009,-248
932750009,1514
932750009,-1303
932750009,-3071
932750009,203
932750009,4140
932750009,-7969
932750009,-3275
932750009,455
932750009,1533
932750009,-559
932750009,-1462
932750009,1227
932750009,6631
932750009,-316
932750009,-9283
932750009,7564
932750009,-6269
932750009,-4353
932750009,-33
932750009,8856
932750009,-7787
932750009,-8840
932750009,3565
932750009,1634
932750009,112
932750009,6637
932750009,-4196
932750009,7458
932750009,-4741
932750009,-3877
932750009,-3333
932750009,14356
932750009,2417
932750009,3446
932750009,5293
932750009,-6849
932750009,3358
932750009,62
932750009,-4439
932750009,3775
932750009,-3340
932750009,-1051
932750009,5225
932750009,-10119
932750009,8263
932750009,-7621
932750009,-4131
932750009,-2186
932750009,8921
932750009,-244
932750009,-8009
932750009,917
932750009,-1790
932750009,-3985
932750009,6358
932750009,392
932750009,481
932750009,1693
932750009,6758
