client_id,value
932750570,-758
932750570,-8192
932750570,-1004
932750570,64
932750570,-9501
932750570,2554
932750570,-8527
932750570,1624
932750570,-7070
932750570,2663
932750570,-2745
932750570,2281
932750570,-3055
932750570,2230
932750570,-7285
932750570,3888
932750570,5655
932750570,-1770
932750570,4566
932750570,-8716
932750570,375
932750570,1639
932750570,1269
932750570,318
932750570,3780
932750570,1219
932750570,4542
932750570,3428
932750570,7397
932750570,-1146
932750570,-4175
932750570,-1310
932750570,3364
932750570,2399
932750570,3891
932750570,4262
932750570,5407
932750570,4896
932750570,5272
932750570,3455
932750570,-2842
932750570,-7009
932750570,-4905
932750570,2710
932750570,-4598
932750570,1285
932750570,5309
932750570,2741
932750570,6076
932750570,-1922
932750570,4138
932750570,-970
932750570,-7419
932750570,-1461
932750570,335
932750570,-3023
932750570,9506
932750570,-2956
932750570,-4470
932750570,-7829
932750570,-4033
932750570,-6145
932750570,-11097
932750570,6072
932750570,2416
932750570,-5163
932750570,202
932750570,1713
932750570,-5299
932750570,-704
932750570,1498
932750570,-963
932750570,-8762
932750570,-3202
932750570,-1345
932750570,1280
932750570,-2337
932750570,6052
932750570,2980
932750570,286
932750570,4103
932750570,-7770
932750570,3128
932750570,-847
932750570,-590
932750570,661
932750570,-3238
932750570,6390
932750570,88
932750570,1367
932750570,2884
932750570,3136
932750570,-5591
932750570,-3248
932750570,7479
932750570,2989
932750570,-4665
932750570,-5776
932750570,1436
932750570,5842
932750570,-474
932750570,1691
932750570,3809
932750570,6505
932750570,6087
932750570,24
932750570,-6013
932750570,3415
932750570,-3552
932750570,-3612
932750570,60
932750570,-3286
932750570,15742
932750570,-4676
932750570,-2212
932750570,8310
932750570,1139
932750570,2848
932750570,-276
932750570,-2346
932750570,-878
932750570,-3763
932750570,-1943
932750570,7853
932750570,-1675
932750570,-6910
932750570,-3747
932750570,3044
932750570,4562
932750570,-1323
932750570,-1215
932750570,353
932750570,-10112
932750570,74
932750570,-5431
932750570,3763
932750570,-4151
932750570,-663
932750570,43
932750570,564
932750570,3633
932750570,1776
932750570,-2530
932750570,-3807
932750570,4125
932750570,-341
932750570,5207
932750570,-8349
932750570,1907
932750570,3034
932750570,-2271
932750570,6860
932750570,-9784
932750570,-114
932750570,-17934
932750570,1436
932750570,-6716
932750570,-2721
932750570,-4618
932750570,8233
932750570,648
