client_id,value
932750059,-13129
932750059,5298
932750059,5531
932750059,-543
932750059,-2029
932750059,-2254
932750059,-3109
932750059,-94
932750059,-3307
932750059,-3654
932750059,-819
932750059,-55
932750059,5149
932750059,-2994
932750059,-1355
932750059,-1308
932750059,6733
932750059,5579
932750059,5097
932750059,-5721
932750059,2939
932750059,418
932750059,2378
932750059,-5409
932750059,1107
932750059,685
932750059,-1033
932750059,-1354
932750059,837
932750059,-7254
932750059,7795
932750059,986
932750059,250
932750059,-153
932750059,-1576
932750059,2300
932750059,655
932750059,-7515
932750059,-4948
932750059,-3922
932750059,-5770
932750059,-6094
932750059,-8739
932750059,-6775
932750059,-6763
932750059,3568
932750059,825
932750059,-2729
932750059,-7518
932750059,351
932750059,-2564
932750059,1196
932750059,1617
932750059,2962
932750059,7322
932750059,-4618
932750059,-975
932750059,-4406
932750059,4976
932750059,4534
932750059,-2609
932750059,-2842
932750059,4555
932750059,-8098
932750059,-4721
932750059,-279
932750059,-3805
932750059,300
932750059,572
932750059,-4768
932750059,8573
932750059,431
932750059,-1891
932750059,-2943
932750059,-599
932750059,2237
932750059,-7418
932750059,6020
932750059,4031
932750059,-5087
932750059,8947
932750059,-2085
932750059,2202
932750059,-4465
932750059,-1035
932750059,-3526
932750059,-8242
932750059,1998
932750059,-2285
932750059,8941
932750059,-2547
932750059,-1051
932750059,3834
