client_id,value
932751554,6563
932751554,-910
932751554,2947
932751554,-3046
932751554,-2748
932751554,9419
932751554,3022
932751554,-2944
932751554,5649
932751554,1807
932751554,-4399
932751554,-8892
932751554,-2584
932751554,2884
932751554,-748
932751554,-4753
932751554,4452
932751554,-6257
932751554,2410
932751554,-429
932751554,3329
932751554,-9696
932751554,-4712
932751554,3609
932751554,-4684
932751554,-4115
932751554,-4784
932751554,2835
932751554,1776
932751554,-493
932751554,10560
932751554,-9636
932751554,-5150
932751554,-6213
932751554,1123
932751554,9366
932751554,-4296
932751554,746
932751554,2917
932751554,3131
932751554,-3129
932751554,-6681
932751554,-1582
932751554,-6518
932751554,91
932751554,-1449
932751554,4547
