client_id,value
932750270,803
932750270,-8663
932750270,-4626
932750270,-1706
932750270,4557
932750270,5966
932750270,-8284
932750270,1502
932750270,-1649
932750270,3297
932750270,4851
932750270,-2900
932750270,4396
932750270,-2127
932750270,-5431
932750270,3138
932750270,2529
932750270,-303
932750270,9980
932750270,-611
932750270,6714
932750270,3796
932750270,-11366
932750270,2649
932750270,744
932750270,276
932750270,1443
932750270,-1073
932750270,-5656
932750270,-2115
932750270,342
932750270,-6109
932750270,-1561
932750270,-1281
932750270,-8322
932750270,-2403
932750270,-7515
932750270,2429
932750270,-1890
932750270,7868
932750270,8664
932750270,3583
932750270,1156
932750270,-3359
932750270,-2833
932750270,4193
932750270,1210
932750270,-2853
932750270,1481
932750270,5397
932750270,-7036
932750270,-13797
932750270,-7237
932750270,182
932750270,-3805
932750270,-9766
932750270,4872
932750270,170
932750270,3431
932750270,1129
932750270,6465
932750270,10713
932750270,-226
932750270,-2667
932750270,4279
932750270,7842
932750270,-4735
932750270,-2417
