client_id,value
932750095,-7767
932750095,231
932750095,-7266
932750095,-3822
932750095,6891
932750095,6062
932750095,-2436
932750095,7632
932750095,3697
932750095,4183
932750095,-595
932750095,2331
932750095,-2895
932750095,15145
932750095,8502
932750095,-4007
932750095,-4394
932750095,-7910
932750095,-944
932750095,2495
932750095,294
932750095,-305
932750095,9832
932750095,-1691
932750095,11440
932750095,-6677
932750095,-1470
932750095,10155
932750095,3624
932750095,-7537
932750095,5301
932750095,3627
932750095,7505
932750095,-1729
932750095,36
932750095,-3810
932750095,-3538
932750095,-2625
932750095,1671
932750095,-5807
932750095,1348
932750095,4932
932750095,-1198
932750095,-2639
932750095,-3203
932750095,4583
932750095,12429
932750095,347
932750095,-1703
932750095,-1468
932750095,-3350
932750095,2002
932750095,10707
932750095,1084
932750095,1846
932750095,-569
932750095,5047
932750095,-3627
932750095,6933
932750095,1128
932750095,-5512
932750095,2081
932750095,2029
932750095,2547
932750095,-4056
932750095,-9238
932750095,-2023
932750095,-2637
932750095,1686
932750095,5119
932750095,-4918
932750095,-10234
932750095,-3355
932750095,-3297
932750095,591
932750095,-8655
932750095,6264
932750095,-6686
932750095,-4215
932750095,-2530
932750095,-1242
932750095,5466
932750095,1696
932750095,-1481
932750095,-6008
932750095,-1138
932750095,4509
932750095,-649
932750095,-32
932750095,-969
932750095,-7180
932750095,-215
932750095,-10033
932750095,-10427
932750095,-1824
932750095,7640
932750095,7875
932750095,-960
932750095,3373
932750095,4503
932750095,1310
932750095,1138
932750095,-329
932750095,5586
932750095,262
932750095,-4631
932750095,1231
932750095,-4316
932750095,-2898
932750095,-6430
