client_id,value
932752576,1231
932752576,3295
932752576,1744
932752576,-1493
932752576,-4968
932752576,-767
932752576,-1921
932752576,8178
932752576,2888
932752576,-1926
932752576,1416
932752576,-5092
932752576,7952
932752576,-8945
932752576,1310
932752576,3139
932752576,-4880
932752576,-6497
932752576,10914
932752576,974
932752576,6616
932752576,1394
932752576,3392
932752576,5
932752576,1399
932752576,-1971
932752576,2145
932752576,-1703
932752576,-196
932752576,6148
932752576,3799
932752576,9625
932752576,-4081
932752576,8896
932752576,-5532
932752576,186
932752576,-9176
932752576,7492
932752576,5385
932752576,4975
932752576,-5585
932752576,-2539
932752576,4855
932752576,2705
932752576,-4699
932752576,3247
932752576,3911
932752576,-2780
932752576,-3966
932752576,808
932752576,4479
932752576,-6435
932752576,3025
932752576,-779
932752576,4012
932752576,4996
932752576,-5100
932752576,221
932752576,2366
932752576,6158
932752576,-4710
932752576,1453
932752576,-1941
932752576,1690
932752576,-3043
932752576,5885
932752576,-5790
932752576,-1531
932752576,-2262
932752576,-2130
932752576,2561
932752576,2687
932752576,3229
932752576,-3127
932752576,3043
932752576,877
932752576,2775
932752576,1
932752576,-5617
932752576,-4051
932752576,4674
932752576,-6414
932752576,-3226
932752576,-2584
932752576,1543
932752576,2811
