client_id,value
932749067,-2276
932749067,1119
932749067,313
932749067,1724
932749067,-237
932749067,4803
932749067,-1907
932749067,6423
932749067,-4609
932749067,1811
932749067,-545
932749067,-4367
932749067,-6270
932749067,-3804
932749067,-2441
932749067,-8959
932749067,-1085
932749067,-5002
932749067,-3331
932749067,13566
932749067,-2337
932749067,-1824
932749067,-11204
932749067,4108
932749067,-4032
932749067,-6168
932749067,3146
932749067,-6368
932749067,677
932749067,-1900
932749067,-344
932749067,8361
932749067,-7375
932749067,1276
932749067,5523
932749067,4204
932749067,-11059
932749067,-2307
932749067,-1042
932749067,-4395
932749067,-9265
932749067,8800
932749067,-6246
932749067,-2359
932749067,-4709
932749067,-4102
932749067,-621
932749067,6352
932749067,12636
932749067,-177
932749067,61
932749067,-6587
932749067,2803
932749067,-7087
932749067,-6629
932749067,7224
932749067,2210
