client_id,value
932750013,-3864
932750013,1012
932750013,380
932750013,10144
932750013,5520
932750013,1104
932750013,-3548
932750013,813
932750013,6543
932750013,2399
932750013,577
932750013,2414
932750013,-8958
932750013,2585
932750013,3251
932750013,6479
932750013,-5134
932750013,1380
932750013,4594
932750013,-5445
932750013,-13102
932750013,915
932750013,8040
932750013,-811
932750013,-3283
932750013,-5727
932750013,-7574
932750013,5637
932750013,2713
932750013,259
932750013,-7173
932750013,-6149
932750013,8167
932750013,3512
932750013,-7689
932750013,-1366
932750013,-10625
932750013,-1751
932750013,6379
932750013,1759
932750013,1928
932750013,3742
932750013,11
932750013,3653
932750013,-3225
932750013,4346
932750013,1009
932750013,258
932750013,4448
932750013,6536
932750013,7277
932750013,-3539
932750013,2073
932750013,3337
932750013,1504
932750013,-5817
932750013,2295
932750013,2754
932750013,292
932750013,3339
932750013,-1870
932750013,-3747
932750013,982
932750013,2689
932750013,3261
932750013,4528
932750013,-310
932750013,-3539
