client_id,value
932747225,-8041
932747225,5232
932747225,1170
932747225,2681
932747225,-5672
932747225,2941
932747225,-5014
932747225,-2354
932747225,5646
932747225,-2048
932747225,1730
932747225,-4789
932747225,-897
932747225,1867
932747225,-1674
932747225,-1998
932747225,-5041
932747225,2913
932747225,2220
932747225,983
932747225,-2508
932747225,-4917
932747225,-5399
932747225,1013
932747225,3995
932747225,3093
932747225,6322
932747225,8584
932747225,-631
932747225,-1406
932747225,-1759
932747225,-5220
932747225,-9520
932747225,-1010
932747225,11770
932747225,-2255
932747225,798
932747225,1722
932747225,-1165
932747225,6883
932747225,2680
932747225,-5398
932747225,-142
932747225,7725
932747225,4326
932747225,9452
932747225,-1425
932747225,7310
932747225,-6527
932747225,-7582
932747225,-9077
932747225,5629
932747225,-9074
932747225,3816
932747225,-688
