client_id,value
932749873,-914
932749873,-2967
932749873,1673
932749873,2672
932749873,-4387
932749873,4431
932749873,-6926
932749873,-12129
932749873,1012
932749873,-3075
932749873,-181
932749873,394
932749873,-209
932749873,-1272
932749873,3269
932749873,3847
932749873,2601
932749873,2699
932749873,-4751
932749873,4817
932749873,6222
932749873,-12816
932749873,7565
932749873,-437
932749873,1371
932749873,-8436
932749873,7374
932749873,1055
932749873,11707
932749873,3870
932749873,2134
932749873,1972
932749873,8365
932749873,2706
932749873,-11
932749873,-1230
932749873,4074
932749873,1224
932749873,10115
932749873,7302
932749873,-2771
932749873,1183
932749873,961
932749873,-9331
932749873,730
932749873,-1638
932749873,-5631
932749873,-2743
932749873,12275
932749873,1534
932749873,-1606
932749873,-7565
932749873,1501
932749873,-7602
932749873,-1657
932749873,6690
932749873,-3471
932749873,-2589
932749873,-4206
932749873,-3428
932749873,11794
932749873,2824
932749873,-6512
932749873,-1382
932749873,1505
932749873,-5710
932749873,8329
932749873,1798
932749873,-1701
932749873,39
932749873,-2476
932749873,-2555
932749873,2932
932749873,4002
932749873,-8401
932749873,2700
932749873,4602
932749873,-787
932749873,-2145
932749873,-2507
932749873,837
932749873,-1395
932749873,502
932749873,3358
932749873,-1869
932749873,5056
932749873,-4396
932749873,1266
932749873,-3774
932749873,-5792
932749873,7123
932749873,-2836
932749873,1374
932749873,9778
932749873,-3126
932749873,5552
932749873,-4587
932749873,-5925
932749873,-1229
932749873,2462
932749873,11757
932749873,1900
932749873,2089
932749873,8833
932749873,-5088
932749873,-230
932749873,-5183
932749873,-8856
932749873,7633
932749873,1596
932749873,-1921
932749873,-1555
932749873,4047
932749873,-4720
932749873,-682
932749873,1585
