client_id,value
932748667,2275
932748667,1610
932748667,-2149
932748667,3188
932748667,7077
932748667,-7261
932748667,2320
932748667,1490
932748667,6519
932748667,5423
932748667,5328
932748667,-924
932748667,-7909
932748667,-4706
932748667,12944
932748667,3697
932748667,491
932748667,4981
932748667,-1124
932748667,-2548
932748667,6185
932748667,-3945
932748667,4911
932748667,13223
932748667,-7652
932748667,782
932748667,7038
932748667,1162
932748667,1908
932748667,-2171
932748667,-6228
932748667,-6846
932748667,-480
932748667,-10913
932748667,4188
932748667,-7850
932748667,1714
932748667,6104
932748667,-5443
932748667,3935
932748667,3383
932748667,-2592
932748667,-5285
932748667,-4283
932748667,1915
932748667,1543
932748667,3303
932748667,797
932748667,2713
932748667,833
932748667,3033
932748667,4217
932748667,2969
932748667,-4658
932748667,2927
932748667,-1683
932748667,3690
932748667,1534
932748667,-5975
932748667,-6620
932748667,-1355
932748667,397
932748667,-2339
932748667,7025
