client_id,value
932749419,-96
932749419,2708
932749419,2735
932749419,3168
932749419,541
932749419,-6774
932749419,-5789
932749419,4045
932749419,293
932749419,-2560
932749419,-7081
932749419,1404
932749419,-541
932749419,5259
932749419,1663
932749419,-61
932749419,956
932749419,4051
932749419,-1002
932749419,2679
932749419,-3590
932749419,1095
932749419,-4286
932749419,1001
932749419,12817
932749419,3891
932749419,1289
932749419,5148
932749419,-1341
932749419,433
932749419,1896
932749419,4570
932749419,5494
932749419,-12554
932749419,-1463
932749419,6075
932749419,4455
932749419,2790
932749419,-6129
932749419,-4709
932749419,5560
932749419,2295
932749419,1161
932749419,1203
932749419,-2535
932749419,-8103
932749419,-4986
932749419,6037
932749419,1833
932749419,13201
932749419,4181
932749419,9797
932749419,-1388
932749419,4664
932749419,-3242
932749419,4876
932749419,-4607
932749419,6854
932749419,-6430
932749419,34
932749419,-4420
932749419,1950
932749419,4485
932749419,2266
932749419,-4374
932749419,-24
932749419,122
932749419,-5636
932749419,6157
932749419,3240
932749419,-2243
932749419,-3382
932749419,3457
932749419,-1207
932749419,2919
932749419,2639
932749419,-1616
932749419,-155
932749419,5966
932749419,4824
932749419,-15728
932749419,1048
932749419,3218
932749419,7812
932749419,3997
932749419,-113
932749419,6779
932749419,-11655
932749419,-3779
932749419,2162
932749419,-9679
932749419,-8141
932749419,-13056
932749419,3434
932749419,-13879
932749419,684
932749419,36
932749419,1510
932749419,9338
932749419,-3940
932749419,1274
932749419,-5503
932749419,-7014
932749419,-4
