client_id,value
932748383,5004
932748383,2339
932748383,606
932748383,1242
932748383,-6177
932748383,3323
932748383,676
932748383,4098
932748383,-6537
932748383,1091
932748383,7939
932748383,-5260
932748383,5654
932748383,4258
932748383,-13585
932748383,311
932748383,8165
932748383,-6673
932748383,7924
932748383,-10972
932748383,-10554
932748383,-2569
932748383,1877
932748383,4634
932748383,-214
932748383,1478
932748383,658
932748383,-2352
932748383,2699
932748383,3729
932748383,6579
932748383,-3730
932748383,1721
932748383,2666
932748383,4067
932748383,-573
932748383,1538
932748383,777
932748383,4647
932748383,-6857
932748383,-2611
932748383,1727
932748383,-1973
932748383,8000
932748383,-508
932748383,326
932748383,-2422
932748383,-1551
932748383,-4985
932748383,-6684
932748383,-1606
932748383,-3640
932748383,2901
932748383,5926
932748383,-1820
932748383,-3850
932748383,2920
932748383,83
932748383,-1174
