client_id,value
932748268,4770
932748268,1657
932748268,-2877
932748268,2953
932748268,-2430
932748268,2583
932748268,2502
932748268,11020
932748268,-3386
932748268,-730
932748268,3570
932748268,-4144
932748268,-474
932748268,16061
932748268,-2821
932748268,5436
932748268,4693
932748268,5089
932748268,5187
932748268,-2554
932748268,-3386
932748268,-2199
932748268,331
932748268,-5634
932748268,-3056
932748268,-1222
932748268,-732
932748268,-4136
932748268,1934
932748268,960
932748268,6132
932748268,5944
932748268,-83
932748268,-9013
932748268,1524
932748268,-1212
932748268,4427
932748268,-4738
932748268,-9453
932748268,-1985
932748268,-3201
932748268,9524
932748268,-12420
932748268,-5692
932748268,1708
932748268,-3675
932748268,-786
932748268,-3858
932748268,-3017
932748268,212
932748268,71
932748268,-2990
