client_id,value
932751105,3628
932751105,3073
932751105,-3993
932751105,-953
932751105,-1307
932751105,6230
932751105,4987
932751105,-9450
932751105,227
932751105,-616
932751105,-11560
932751105,1421
932751105,1683
932751105,-1178
932751105,-4925
932751105,-3925
932751105,-3654
932751105,579
932751105,-4867
932751105,-4369
932751105,-5102
932751105,-97
932751105,-467
932751105,1939
932751105,5546
932751105,9103
932751105,5117
932751105,-11985
932751105,-9340
932751105,9130
932751105,-6543
932751105,-6157
932751105,-234
932751105,-3334
932751105,-733
932751105,1054
932751105,-6168
932751105,-2628
932751105,2077
932751105,-4805
932751105,-1896
932751105,-3879
932751105,-2859
932751105,1042
932751105,4771
932751105,-1372
932751105,693
932751105,-749
932751105,1077
932751105,697
932751105,2379
932751105,6613
932751105,-3681
932751105,-2775
932751105,-2134
932751105,-4362
932751105,610
932751105,4431
932751105,-5832
932751105,16625
932751105,7576
932751105,7430
932751105,1674
932751105,3176
932751105,-4714
932751105,786
932751105,5347
932751105,-4585
932751105,-11295
932751105,534
932751105,-3789
932751105,2778
932751105,5244
932751105,-146
932751105,-4189
932751105,-2132
932751105,1610
932751105,-4282
932751105,789
