client_id,value
932748904,-9302
932748904,4367
932748904,6740
932748904,2877
932748904,-2470
932748904,2849
932748904,4846
932748904,4329
932748904,-2574
932748904,52
932748904,-2075
932748904,3014
932748904,3999
932748904,-2285
932748904,1950
932748904,3661
932748904,-2928
932748904,-5410
932748904,8401
932748904,-3995
932748904,-2745
932748904,-5614
932748904,-3039
932748904,6635
932748904,-1565
932748904,-5755
932748904,-9060
932748904,2613
932748904,-3825
932748904,7022
932748904,1849
932748904,-6472
932748904,6835
932748904,-381
932748904,-9123
932748904,3342
932748904,7140
932748904,-237
932748904,209
932748904,-280
932748904,4319
932748904,1351
932748904,-1787
932748904,2181
932748904,-5771
932748904,-7321
