client_id,value
932750683,6896
932750683,4750
932750683,-3141
932750683,-1269
932750683,-191
932750683,-3875
932750683,-10171
932750683,-3225
932750683,-8663
932750683,-373
932750683,-5135
932750683,3354
932750683,526
932750683,312
932750683,-480
932750683,7236
932750683,8211
932750683,3965
932750683,-6147
932750683,-1948
932750683,800
932750683,-1152
932750683,7384
932750683,4721
932750683,-4583
932750683,-1209
932750683,-1067
932750683,3903
932750683,382
932750683,-7267
932750683,-1492
932750683,-1749
932750683,242
932750683,6111
932750683,3709
932750683,-8387
932750683,-1406
932750683,7239
932750683,-6225
932750683,2434
932750683,-4700
932750683,872
932750683,1494
932750683,-13076
932750683,-7956
932750683,-3830
932750683,-843
932750683,7059
932750683,-1440
932750683,3778
932750683,2616
932750683,-6779
932750683,6288
932750683,5202
932750683,-541
932750683,-1094
932750683,438
932750683,2700
932750683,9603
932750683,-7945
932750683,-166
932750683,1775
932750683,3969
932750683,-4157
932750683,8291
932750683,-8681
932750683,1382
932750683,9981
932750683,3732
932750683,5710
932750683,6240
932750683,10104
932750683,-8804
932750683,-13376
932750683,1055
932750683,6619
932750683,723
932750683,-3844
