client_id,value
932750843,4660
932750843,-11324
932750843,6407
932750843,362
932750843,1143
932750843,3020
932750843,7509
932750843,6500
932750843,5076
932750843,3259
932750843,-4705
932750843,244
932750843,-2135
932750843,-4018
932750843,-3639
932750843,5987
932750843,-7205
932750843,-389
932750843,-2125
932750843,-3294
932750843,7464
932750843,-5074
932750843,-1280
932750843,-2490
932750843,5967
932750843,1370
932750843,-4474
932750843,2220
932750843,6539
932750843,6649
932750843,5380
932750843,-3899
932750843,-4602
932750843,-11299
932750843,288
932750843,3993
932750843,-827
932750843,-3892
932750843,730
932750843,-2981
932750843,-5993
932750843,2019
932750843,-2054
932750843,-4420
932750843,2087
932750843,1659
932750843,-4447
932750843,-2112
932750843,928
932750843,2736
932750843,636
932750843,-6061
932750843,-3935
932750843,933
932750843,-4034
932750843,1733
932750843,9519
932750843,-658
932750843,54
932750843,1158
932750843,-1717
932750843,1150
932750843,4800
932750843,-7045
932750843,6209
932750843,4974
932750843,-5349
932750843,-1280
932750843,-15
932750843,3916
932750843,1197
932750843,3594
932750843,5735
932750843,-2607
932750843,1003
932750843,2239
932750843,-2916
932750843,3046
932750843,7959
932750843,-2853
932750843,4394
932750843,-4812
932750843,453
932750843,-1558
932750843,1854
