client_id,value
932749861,-6213
932749861,-7853
932749861,4729
932749861,-4558
932749861,-6821
932749861,-1020
932749861,-4083
932749861,-2724
932749861,-11591
932749861,2711
932749861,-9324
932749861,3702
932749861,2966
932749861,-7756
932749861,7588
932749861,-5391
932749861,-68
932749861,2526
932749861,2523
932749861,-6517
932749861,-1579
932749861,503
932749861,4349
932749861,2171
932749861,723
932749861,615
932749861,3503
932749861,7555
932749861,4883
932749861,-9893
932749861,-2122
932749861,-5720
932749861,1945
