client_id,value
932748924,-3976
932748924,490
932748924,7166
932748924,-652
932748924,-424
932748924,3515
932748924,941
932748924,-822
932748924,-6952
932748924,-6900
932748924,6516
932748924,-8513
932748924,-4914
932748924,123
932748924,-3830
932748924,6205
932748924,2930
932748924,-4190
932748924,7526
932748924,2033
932748924,2149
932748924,-965
932748924,8193
932748924,-5600
932748924,5890
932748924,6208
932748924,-3203
932748924,-11213
932748924,-23
932748924,-7021
932748924,-5911
932748924,-3603
932748924,3533
932748924,-5772
932748924,888
932748924,4058
932748924,-13430
932748924,-12981
932748924,6439
932748924,4422
932748924,-1866
932748924,-6951
932748924,4128
932748924,2228
932748924,1706
932748924,-973
932748924,704
932748924,2375
932748924,-1242
932748924,-2377
932748924,-1329
932748924,-3203
932748924,-5872
932748924,7078
932748924,-7431
932748924,-8746
932748924,4551
932748924,-2437
932748924,1047
932748924,-11273
932748924,-3768
932748924,3476
932748924,5554
932748924,-4474
932748924,-3469
932748924,2370
932748924,6026
932748924,-893
932748924,-1587
932748924,3969
932748924,-465
932748924,8240
932748924,5337
932748924,575
932748924,-6458
932748924,639
932748924,7088
932748924,8554
932748924,-4936
932748924,8771
932748924,-3077
932748924,2844
932748924,-167
932748924,-4848
932748924,-3872
932748924,2058
932748924,-1032
932748924,253
932748924,-1424
932748924,3128
932748924,-6448
932748924,-12985
932748924,-10161
932748924,-1943
932748924,-4997
932748924,8705
932748924,-1092
932748924,4260
932748924,-440
932748924,11924
932748924,5290
932748924,-953
932748924,-4602
932748924,12131
932748924,415
932748924,4958
932748924,-3196
932748924,-1221
932748924,262
