client_id,value
932749263,-6056
932749263,361
932749263,3689
932749263,-521
932749263,-6929
932749263,1597
932749263,4500
932749263,4807
932749263,-1055
932749263,-3874
932749263,-2627
932749263,-1865
932749263,7958
932749263,-4676
932749263,-4289
932749263,715
932749263,3290
932749263,3401
932749263,4157
932749263,5785
932749263,-5656
932749263,-2654
932749263,-68
932749263,-3128
932749263,-87
932749263,9781
932749263,1363
932749263,-3316
932749263,-8859
932749263,4993
932749263,-1330
932749263,-40
932749263,-6289
932749263,-5587
932749263,2830
932749263,-1237
932749263,1440
932749263,50
932749263,-4240
932749263,11437
932749263,-911
932749263,-6397
932749263,-5908
932749263,4994
932749263,906
932749263,2008
932749263,-467
932749263,12574
932749263,-6028
932749263,3150
932749263,-8015
932749263,148
932749263,-2300
932749263,454
932749263,-12692
932749263,-3893
932749263,-11568
932749263,-4209
932749263,-8406
932749263,2584
932749263,4363
932749263,-26
932749263,7397
932749263,-1776
932749263,-4461
932749263,-742
932749263,-1009
932749263,-2507
932749263,-8096
932749263,-6652
932749263,2544
932749263,-413
932749263,6417
932749263,-9778
932749263,-2384
932749263,-2177
932749263,3148
932749263,-1910
932749263,-4642
932749263,-3520
932749263,-2077
932749263,-4092
932749263,-1513
932749263,-1320
932749263,3090
932749263,3773
932749263,4881
932749263,1404
932749263,-5838
932749263,3649
932749263,-1037
932749263,8741
932749263,3170
932749263,2100
932749263,7164
932749263,1123
932749263,-755
932749263,-3018
932749263,1599
932749263,1776
932749263,4615
932749263,2343
932749263,-3384
932749263,-7497
932749263,2347
932749263,-1546
932749263,-3778
932749263,225
932749263,-7202
932749263,-1412
932749263,4814
932749263,-5734
932749263,3659
932749263,-1649
932749263,2358
932749263,-5347
932749263,4877
932749263,-2940
932749263,-95
932749263,873
932749263,1821
932749263,128
932749263,-6769
932749263,-5734
932749263,-1396
932749263,1137
932749263,12500
932749263,698
932749263,-137
932749263,-9522
932749263,8668
932749263,-170
932749263,-4511
932749263,2841
932749263,2502
932749263,-12700
932749263,1813
932749263,-3598
932749263,3525
